transaction_id,is_anomaly,anomaly_type
JE100578,0,none
JE100579,0,none
JE100580,0,none
JE100581,0,none
JE100582,0,none
JE100583,0,none
JE100584,0,none
JE100585,0,none
JE100586,0,none
JE100587,0,none
JE100588,0,none
JE100589,0,none
JE100590,0,none
JE100591,0,none
JE100592,0,none
JE100593,0,none
JE100594,0,none
JE100595,0,none
JE100596,0,none
JE100597,0,none
JE100598,0,none
JE100599,0,none
JE100600,0,none
JE100601,0,none
JE100602,0,none
JE100603,0,none
JE100604,0,none
JE100605,0,none
JE100606,0,none
JE100607,0,none
JE100608,0,none
JE100609,0,none
JE100610,0,none
JE100611,0,none
JE100612,0,none
JE100613,0,none
JE100614,0,none
JE100615,0,none
JE100616,0,none
JE100617,0,none
JE100618,0,none
JE100619,0,none
JE100620,0,none
JE100621,0,none
JE100622,0,none
JE100623,0,none
JE100624,0,none
JE100625,0,none
JE100626,0,none
JE100627,0,none
JE100628,0,none
JE100629,0,none
JE100630,0,none
JE100631,0,none
JE100632,0,none
JE100633,0,none
JE100634,0,none
JE100635,0,none
JE100636,0,none
JE100637,0,none
JE100638,0,none
JE100639,0,none
JE100640,0,none
JE100641,0,none
JE100642,0,none
JE100643,0,none
JE100644,0,none
JE100645,0,none
JE100646,0,none
JE100647,0,none
JE100648,0,none
JE100649,0,none
JE100650,0,none
JE100651,0,none
JE100652,0,none
JE100653,0,none
JE100654,0,none
JE100655,0,none
JE100656,0,none
JE100657,0,none
JE100658,0,none
JE100659,0,none
JE100660,0,none
JE100661,0,none
JE100662,0,none
JE100663,0,none
JE100664,0,none
JE100665,0,none
JE100666,0,none
JE100667,0,none
JE100668,0,none
JE100669,0,none
JE100670,0,none
JE100671,0,none
JE100672,0,none
JE100673,0,none
JE100674,0,none
JE100675,0,none
JE100676,0,none
JE100677,0,none
JE100678,0,none
JE100679,0,none
JE100680,0,none
JE100681,0,none
JE100682,0,none
JE100683,0,none
JE100684,0,none
JE100685,0,none
JE100686,0,none
JE100687,0,none
JE100688,0,none
JE100689,0,none
JE100690,0,none
JE100691,0,none
JE100692,0,none
JE100693,0,none
JE100694,0,none
JE100695,0,none
JE100696,0,none
JE100697,0,none
JE100698,0,none
JE100699,0,none
JE100700,0,none
JE100701,0,none
JE100702,0,none
JE100703,0,none
JE100704,0,none
JE100705,0,none
JE100706,0,none
JE100707,0,none
JE100708,0,none
JE100709,0,none
JE100710,0,none
JE100711,0,none
JE100712,0,none
JE100713,0,none
JE100714,0,none
JE100715,0,none
JE100716,0,none
JE100717,0,none
JE100718,0,none
JE100719,0,none
JE100720,0,none
JE100721,0,none
JE100722,0,none
JE100723,0,none
JE100724,0,none
JE100725,0,none
JE100726,0,none
JE100727,0,none
JE100728,0,none
JE100729,0,none
JE100730,0,none
JE100731,0,none
JE100732,0,none
JE100733,0,none
JE100734,0,none
JE100735,0,none
JE100736,0,none
JE100737,0,none
JE100738,0,none
JE100739,0,none
JE100740,0,none
JE100741,0,none
JE100742,0,none
JE100743,0,none
JE100744,0,none
JE100745,0,none
JE100746,0,none
JE100747,0,none
JE100748,0,none
JE100749,0,none
JE100750,0,none
JE100751,0,none
JE100752,0,none
JE100753,0,none
JE100754,0,none
JE100755,0,none
JE100756,0,none
JE100757,0,none
JE100758,0,none
JE100759,0,none
JE100760,0,none
JE100761,0,none
JE100762,0,none
JE100763,0,none
JE100764,0,none
JE100765,0,none
JE100766,0,none
JE100767,0,none
JE100768,0,none
JE100769,0,none
JE100770,0,none
JE100771,0,none
JE100772,0,none
JE100773,0,none
JE100774,0,none
JE100775,0,none
JE100776,0,none
JE100777,0,none
JE100778,0,none
JE100779,0,none
JE100780,0,none
JE100781,0,none
JE100782,0,none
JE100783,0,none
JE100784,0,none
JE100785,0,none
JE100786,0,none
JE100787,0,none
JE100788,0,none
JE100789,0,none
JE100790,0,none
JE100791,0,none
JE100792,0,none
JE100793,0,none
JE100794,0,none
JE100795,0,none
JE100796,0,none
JE100797,0,none
JE100798,0,none
JE100799,0,none
JE100800,0,none
JE100801,0,none
JE100802,0,none
JE100803,0,none
JE100804,0,none
JE100805,0,none
JE100806,0,none
JE100807,0,none
JE100808,0,none
JE100809,0,none
JE100810,0,none
JE100811,0,none
JE100812,0,none
JE100813,0,none
JE100814,0,none
JE100815,0,none
JE100816,0,none
JE100817,0,none
JE100818,0,none
JE100819,0,none
JE100820,0,none
JE100821,0,none
JE100822,0,none
JE100823,0,none
JE100824,0,none
JE100825,0,none
JE100826,0,none
JE100827,0,none
JE100828,0,none
JE100829,0,none
JE100830,0,none
JE100831,0,none
JE100832,0,none
JE100833,0,none
JE100834,0,none
JE100835,0,none
JE100836,0,none
JE100837,0,none
JE100838,0,none
JE100839,0,none
JE100840,0,none
JE100841,0,none
JE100842,0,none
JE100843,0,none
JE100844,0,none
JE100845,0,none
JE100846,0,none
JE100847,0,none
JE100848,0,none
JE100849,0,none
JE100850,0,none
JE100851,0,none
JE100852,0,none
JE100853,0,none
JE100854,0,none
JE100855,0,none
JE100856,0,none
JE100857,0,none
JE100858,0,none
JE100859,0,none
JE100860,0,none
JE100861,0,none
JE100862,0,none
JE100863,0,none
JE100864,0,none
JE100865,0,none
JE100866,0,none
JE100867,0,none
JE100868,0,none
JE100869,0,none
JE100870,0,none
JE100871,0,none
JE100872,0,none
JE100873,0,none
JE100874,0,none
JE100875,0,none
JE100876,0,none
JE100877,0,none
JE100878,0,none
JE100879,0,none
JE100880,0,none
JE100881,0,none
JE100882,0,none
JE100883,0,none
JE100884,0,none
JE100885,0,none
JE100886,0,none
JE100887,0,none
JE100888,0,none
JE100889,0,none
JE100890,0,none
JE100891,0,none
JE100892,0,none
JE100893,0,none
JE100894,0,none
JE100895,0,none
JE100896,0,none
JE100897,0,none
JE100898,0,none
JE100899,0,none
JE100900,0,none
JE100901,0,none
JE100902,0,none
JE100903,0,none
JE100904,0,none
JE100905,0,none
JE100906,0,none
JE100907,0,none
JE100908,0,none
JE100909,0,none
JE100910,0,none
JE100911,0,none
JE100912,0,none
JE100913,0,none
JE100914,0,none
JE100915,0,none
JE100916,0,none
JE100917,0,none
JE100918,0,none
JE100919,0,none
JE100920,0,none
JE100921,0,none
JE100922,0,none
JE100923,0,none
JE100924,0,none
JE100925,0,none
JE100926,0,none
JE100927,0,none
JE100928,0,none
JE100929,0,none
JE100930,0,none
JE100931,0,none
JE100932,0,none
JE100933,0,none
JE100934,0,none
JE100935,0,none
JE100936,0,none
JE100937,0,none
JE100938,0,none
JE100939,0,none
JE100940,0,none
JE100941,0,none
JE100942,0,none
JE100943,0,none
JE100944,0,none
JE100945,0,none
JE100946,0,none
JE100947,0,none
JE100948,0,none
JE100949,0,none
JE100950,0,none
JE100951,0,none
JE100952,0,none
JE100953,0,none
JE100954,0,none
JE100955,0,none
JE100956,0,none
JE100957,0,none
JE100958,0,none
JE100959,0,none
JE100960,0,none
JE100961,0,none
JE100962,0,none
JE100963,0,none
JE100964,0,none
JE100965,0,none
JE100966,0,none
JE100967,0,none
JE100968,0,none
JE100969,0,none
JE100970,0,none
JE100971,0,none
JE100972,0,none
JE100973,0,none
JE100974,0,none
JE100975,0,none
JE100976,0,none
JE100977,0,none
JE100978,0,none
JE100979,0,none
JE100980,0,none
JE100981,0,none
JE100982,0,none
JE100983,0,none
JE100984,0,none
JE100985,0,none
JE100986,0,none
JE100987,0,none
JE100988,0,none
JE100989,0,none
JE100990,0,none
JE100991,0,none
JE100992,0,none
JE100993,0,none
JE100994,0,none
JE100995,0,none
JE100996,0,none
JE100997,0,none
JE100998,0,none
JE100999,0,none
JE101000,0,none
JE101001,0,none
JE101002,0,none
JE101003,0,none
JE101004,0,none
JE101005,0,none
JE101006,0,none
JE101007,0,none
JE101008,0,none
JE101009,0,none
JE101010,0,none
JE101011,0,none
JE101012,0,none
JE101013,0,none
JE101014,0,none
JE101015,0,none
JE101016,0,none
JE101017,0,none
JE101018,0,none
JE101019,0,none
JE101020,0,none
JE101021,0,none
JE101022,0,none
JE101023,0,none
JE101024,0,none
JE101025,0,none
JE101026,0,none
JE101027,0,none
JE101028,0,none
JE101029,0,none
JE101030,0,none
JE101031,0,none
JE101032,0,none
JE101033,0,none
JE101034,0,none
JE101035,0,none
JE101036,0,none
JE101037,0,none
JE101038,0,none
JE101039,0,none
JE101040,0,none
JE101041,0,none
JE101042,0,none
JE101043,0,none
JE101044,0,none
JE101045,0,none
JE101046,0,none
JE101047,0,none
JE101048,0,none
JE101049,0,none
JE101050,0,none
JE101051,0,none
JE101052,0,none
JE101053,0,none
JE101054,0,none
JE101055,0,none
JE101056,0,none
JE101057,0,none
JE101058,0,none
JE101059,0,none
JE101060,0,none
JE101061,0,none
JE101062,0,none
JE101063,0,none
JE101064,0,none
JE101065,0,none
JE101066,0,none
JE101067,0,none
JE101068,0,none
JE101069,0,none
JE101070,0,none
JE101071,0,none
JE101072,0,none
JE101073,0,none
JE101074,0,none
JE101075,0,none
JE101076,0,none
JE101077,0,none
JE101078,0,none
JE101079,0,none
JE101080,0,none
JE101081,0,none
JE101082,0,none
JE101083,0,none
JE101084,0,none
JE101085,0,none
JE101086,0,none
JE101087,0,none
JE101088,0,none
JE101089,0,none
JE101090,0,none
JE101091,0,none
JE101092,0,none
JE101093,0,none
JE101094,0,none
JE101095,0,none
JE101096,0,none
JE101097,0,none
JE101098,0,none
JE101099,0,none
JE101100,0,none
JE101101,0,none
JE101102,0,none
JE101103,0,none
JE101104,0,none
JE101105,0,none
JE101106,0,none
JE101107,0,none
JE101108,0,none
JE101109,0,none
JE101110,0,none
JE101111,0,none
JE101112,0,none
JE101113,0,none
JE101114,0,none
JE101115,0,none
JE101116,0,none
JE101117,0,none
JE101118,0,none
JE101119,0,none
JE101120,0,none
JE101121,0,none
JE101122,0,none
JE101123,0,none
JE101124,0,none
JE101125,0,none
JE101126,0,none
JE101127,0,none
JE101128,0,none
JE101129,0,none
JE101130,0,none
JE101131,0,none
JE101132,0,none
JE101133,0,none
JE101134,0,none
JE101135,0,none
JE101136,0,none
JE101137,0,none
JE101138,0,none
JE101139,0,none
JE101140,0,none
JE101141,0,none
JE101142,0,none
JE101143,0,none
JE101144,0,none
JE101145,0,none
JE101146,0,none
JE101147,0,none
JE101148,0,none
JE101149,0,none
JE101150,0,none
JE101151,0,none
JE101152,0,none
JE101153,0,none
JE101154,0,none
JE101155,0,none
JE101156,0,none
JE101157,0,none
JE101158,0,none
JE101159,0,none
JE101160,0,none
JE101161,0,none
JE101162,0,none
JE101163,0,none
JE101164,0,none
JE101165,0,none
JE101166,0,none
JE101167,0,none
JE101168,0,none
JE101169,0,none
JE101170,0,none
JE101171,0,none
JE101172,0,none
JE101173,0,none
JE101174,0,none
JE101175,0,none
JE101176,0,none
JE101177,0,none
JE101178,0,none
JE101179,0,none
JE101180,0,none
JE101181,0,none
JE101182,0,none
JE101183,0,none
JE101184,0,none
JE101185,0,none
JE101186,0,none
JE101187,0,none
JE101188,0,none
JE101189,0,none
JE101190,0,none
JE101191,0,none
JE101192,0,none
JE101193,0,none
JE101194,0,none
JE101195,0,none
JE101196,0,none
JE101197,0,none
JE101198,0,none
JE101199,0,none
JE101200,0,none
JE101201,0,none
JE101202,0,none
JE101203,0,none
JE101204,0,none
JE101205,0,none
JE101206,0,none
JE101207,0,none
JE101208,0,none
JE101209,0,none
JE101210,0,none
JE101211,0,none
JE101212,0,none
JE101213,0,none
JE101214,0,none
JE101215,0,none
JE101216,0,none
JE101217,0,none
JE101218,0,none
JE101219,0,none
JE101220,0,none
JE101221,0,none
JE101222,0,none
JE101223,0,none
JE101224,0,none
JE101225,0,none
JE101226,0,none
JE101227,0,none
JE101228,0,none
JE101229,0,none
JE101230,0,none
JE101231,0,none
JE101232,0,none
JE101233,0,none
JE101234,0,none
JE101235,0,none
JE101236,0,none
JE101237,0,none
JE101238,0,none
JE101239,0,none
JE101240,0,none
JE101241,0,none
JE101242,0,none
JE101243,0,none
JE101244,0,none
JE101245,0,none
JE101246,0,none
JE101247,0,none
JE101248,0,none
JE101249,0,none
JE101250,0,none
JE101251,0,none
JE101252,0,none
JE101253,0,none
JE101254,0,none
JE101255,0,none
JE101256,0,none
JE101257,0,none
JE101258,0,none
JE101259,0,none
JE101260,0,none
JE101261,0,none
JE101262,0,none
JE101263,0,none
JE101264,0,none
JE101265,0,none
JE101266,0,none
JE101267,0,none
JE101268,0,none
JE101269,0,none
JE101270,0,none
JE101271,0,none
JE101272,0,none
JE101273,0,none
JE101274,0,none
JE101275,0,none
JE101276,0,none
JE101277,0,none
JE101278,0,none
JE101279,0,none
JE101280,0,none
JE101281,0,none
JE101282,0,none
JE101283,0,none
JE101284,0,none
JE101285,0,none
JE101286,0,none
JE101287,0,none
JE101288,0,none
JE101289,0,none
JE101290,0,none
JE101291,0,none
JE101292,0,none
JE101293,0,none
JE101294,0,none
JE101295,0,none
JE101296,0,none
JE101297,0,none
JE101298,0,none
JE101299,0,none
JE101300,0,none
JE101301,0,none
JE101302,0,none
JE101303,0,none
JE101304,0,none
JE101305,0,none
JE101306,0,none
JE101307,0,none
JE101308,0,none
JE101309,0,none
JE101310,0,none
JE101311,0,none
JE101312,0,none
JE101313,0,none
JE101314,0,none
JE101315,0,none
JE101316,0,none
JE101317,0,none
JE101318,0,none
JE101319,0,none
JE101320,0,none
JE101321,0,none
JE101322,0,none
JE101323,0,none
JE101324,0,none
JE101325,0,none
JE101326,0,none
JE101327,0,none
JE101328,0,none
JE101329,0,none
JE101330,0,none
JE101331,0,none
JE101332,0,none
JE101333,0,none
JE101334,0,none
JE101335,0,none
JE101336,0,none
JE101337,0,none
JE101338,0,none
JE101339,0,none
JE101340,0,none
JE101341,0,none
JE101342,0,none
JE101343,0,none
JE101344,0,none
JE101345,0,none
JE101346,0,none
JE101347,0,none
JE101348,0,none
JE101349,0,none
JE101350,0,none
JE101351,0,none
JE101352,0,none
JE101353,0,none
JE101354,0,none
JE101355,0,none
JE101356,0,none
JE101357,0,none
JE101358,0,none
JE101359,0,none
JE101360,0,none
JE101361,0,none
JE101362,0,none
JE101363,0,none
JE101364,0,none
JE101365,0,none
JE101366,0,none
JE101367,0,none
JE101368,0,none
JE101369,0,none
JE101370,0,none
JE101371,0,none
JE101372,0,none
JE101373,0,none
JE101374,0,none
JE101375,0,none
JE101376,0,none
JE101377,0,none
JE101378,0,none
JE101379,0,none
JE101380,0,none
JE101381,0,none
JE101382,0,none
JE101383,0,none
JE101384,0,none
JE101385,0,none
JE101386,0,none
JE101387,0,none
JE101388,0,none
JE101389,0,none
JE101390,0,none
JE101391,0,none
JE101392,0,none
JE101393,0,none
JE101394,0,none
JE101395,0,none
JE101396,0,none
JE101397,0,none
JE101398,0,none
JE101399,0,none
JE101400,0,none
JE101401,0,none
JE101402,0,none
JE101403,0,none
JE101404,0,none
JE101405,0,none
JE101406,0,none
JE101407,0,none
JE101408,0,none
JE101409,0,none
JE101410,0,none
JE101411,0,none
JE101412,0,none
JE101413,0,none
JE101414,0,none
JE101415,0,none
JE101416,0,none
JE101417,0,none
JE101418,0,none
JE101419,0,none
JE101420,0,none
JE101421,0,none
JE101422,0,none
JE101423,0,none
JE101424,0,none
JE101425,0,none
JE101426,0,none
JE101427,0,none
JE101428,0,none
JE101429,0,none
JE101430,0,none
JE101431,0,none
JE101432,0,none
JE101433,0,none
JE101434,0,none
JE101435,0,none
JE101436,0,none
JE101437,0,none
JE101438,0,none
JE101439,0,none
JE101440,0,none
JE101441,0,none
JE101442,0,none
JE101443,0,none
JE101444,0,none
JE101445,0,none
JE101446,0,none
JE101447,0,none
JE101448,0,none
JE101449,0,none
JE101450,0,none
JE101451,0,none
JE101452,0,none
JE101453,0,none
JE101454,0,none
JE101455,0,none
JE101456,0,none
JE101457,0,none
JE101458,0,none
JE101459,0,none
JE101460,0,none
JE101461,0,none
JE101462,0,none
JE101463,0,none
JE101464,0,none
JE101465,0,none
JE101466,0,none
JE101467,0,none
JE101468,0,none
JE101469,0,none
JE101470,0,none
JE101471,0,none
JE101472,0,none
JE101473,0,none
JE101474,0,none
JE101475,0,none
JE101476,0,none
JE101477,0,none
JE101478,0,none
JE101479,0,none
JE101480,0,none
JE101481,0,none
JE101482,0,none
JE101483,0,none
JE101484,0,none
JE101485,0,none
JE101486,0,none
JE101487,0,none
JE101488,0,none
JE101489,0,none
JE101490,0,none
JE101491,0,none
JE101492,0,none
JE101493,0,none
JE101494,0,none
JE101495,0,none
JE101496,0,none
JE101497,0,none
JE101498,0,none
JE101499,0,none
JE101500,0,none
JE101501,0,none
JE101502,0,none
JE101503,0,none
JE101504,0,none
JE101505,0,none
JE101506,0,none
JE101507,0,none
JE101508,0,none
JE101509,0,none
JE101510,0,none
JE101511,0,none
JE101512,0,none
JE101513,0,none
JE101514,0,none
JE101515,0,none
JE101516,0,none
JE101517,0,none
JE101518,0,none
JE101519,0,none
JE101520,0,none
JE101521,0,none
JE101522,0,none
JE101523,0,none
JE101524,0,none
JE101525,0,none
JE101526,0,none
JE101527,0,none
JE101528,0,none
JE101529,0,none
JE101530,0,none
JE101531,0,none
JE101532,0,none
JE101533,0,none
JE101534,0,none
JE101535,0,none
JE101536,0,none
JE101537,0,none
JE101538,0,none
JE101539,0,none
JE101540,0,none
JE101541,0,none
JE101542,0,none
JE101543,0,none
JE101544,0,none
JE101545,0,none
JE101546,0,none
JE101547,0,none
JE101548,0,none
JE101549,0,none
JE101550,0,none
JE101551,0,none
